iter	Logloss
0	0.3327577208
1	0.1772880055
2	0.09537236671
3	0.05590078238
4	0.03341004398
5	0.02219561873
6	0.014888836
7	0.01049975124
8	0.008092187956
9	0.00632857596
10	0.004929060601
11	0.00385419849
12	0.00313377267
13	0.00270990611
14	0.002410628991
15	0.002127280133
16	0.001868707672
17	0.001483936514
18	0.001374747892
19	0.001275528058
20	0.001181776969
21	0.001079103184
22	0.0009988993583
23	0.0009149765855
24	0.000842657299
25	0.000760322306
26	0.0007065751465
27	0.0006455161058
28	0.0006455161058
29	0.0006001639168
30	0.0005584363776
31	0.0005584253567
32	0.0005583072814
33	0.000528796143
34	0.0005287691756
35	0.0005287539378
36	0.0005284131778
37	0.0005283908526
38	0.0005283559474
39	0.000494398912
40	0.0004943873242
41	0.000494408409
42	0.0004943894149
43	0.000494303339
44	0.0004942471009
45	0.0004942471009
46	0.0004942719775
47	0.0004942316859
48	0.0004941735696
49	0.0004941210168
50	0.0004940946519
51	0.0004940964946
52	0.0004940164429
53	0.0004940120133
54	0.0004851721697
55	0.0004851721697
56	0.000485157428
57	0.000485137229
58	0.000485134713
59	0.000485119865
60	0.0004851114665
61	0.000485099985
62	0.0004850712458
63	0.0004850044829
64	0.0004849408384
65	0.000484920356
66	0.0004849206395
67	0.0004848869746
68	0.0004848869746
69	0.0004848739338
70	0.0004848739338
71	0.0004848387806
72	0.0004848200699
73	0.0004847487712
74	0.0004847487712
75	0.0004847308402
76	0.0004847104286
77	0.0004846704205
78	0.0004846401929
79	0.0004845842028
80	0.0004845785684
81	0.0004845769737
82	0.0004845591844
83	0.0004845394462
84	0.000484531402
85	0.000484522153
86	0.0004844821095
87	0.0004844642139
88	0.0004844453261
89	0.000484448728
90	0.0004844279267
91	0.0004844117321
92	0.0004844071607
93	0.000484393801
94	0.0004843749841
95	0.0004843746298
96	0.0004843604196
97	0.000484330759
98	0.0004843318221
99	0.0004843192775
